reading_id,plant_id,component_id,sensor_id,sensor_type,timestamp,value,unit_of_measure,irradiance_wm2,panel_temperature_c,ambient_temperature_c,power_mw,energy_mwh,dc_voltage_v,dc_current_a,ac_voltage_v,ac_current_a,inverter_efficiency_pct,performance_ratio,tracker_angle_degrees,quality_flag,alarm_status,ingestion_datetime
SR-0000001615,PLT-0010,INV-011,SENS-2484,voltage,2024-12-09T09:19:25,395.478953,V,628.54,38.95,22.59,0.168,12.571,803.735,219.720,595.159,321.291,95.31,0.8005,-29.19,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001616,PLT-0077,INV-045,SENS-5719,irradiance,2024-12-09T09:13:13,330.398664,W/m2,816.31,42.75,15.59,0.173,15.067,866.350,210.104,532.282,277.194,96.84,0.8291,14.58,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001617,PLT-0087,INV-049,SENS-1116,tracking_angle,2024-12-09T09:10:02,459.274438,degrees,732.50,29.33,28.28,0.272,31.841,858.131,333.613,531.001,387.829,96.95,0.8405,-32.31,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001618,PLT-0028,INV-002,SENS-9523,voltage,2024-12-09T09:24:16,873.215293,V,890.76,48.22,23.04,0.273,22.933,679.749,422.679,619.099,159.682,96.23,0.8103,4.45,BAD,CRITICAL,2025-12-09T14:25:05
SR-0000001619,PLT-0100,INV-045,SENS-5279,power,2024-12-09T09:25:54,360.956054,MW,815.96,28.08,21.41,0.335,29.571,921.126,383.252,671.039,341.380,96.63,0.8192,-35.52,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001620,PLT-0060,INV-011,SENS-7216,irradiance,2024-12-09T09:31:58,24.164477,W/m2,978.19,29.66,17.44,0.184,41.276,796.862,243.542,659.240,144.292,97.89,0.8366,27.86,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001621,PLT-0097,INV-011,SENS-4265,irradiance,2024-12-09T09:36:52,865.928990,W/m2,875.76,53.14,20.60,0.333,30.114,931.742,376.652,517.970,205.490,95.93,0.8330,-30.18,SUSPECT,FAULT,2025-12-09T14:25:05
SR-0000001622,PLT-0007,INV-019,SENS-8957,voltage,2024-12-09T09:04:30,775.425679,V,965.40,37.61,25.76,0.341,17.085,996.680,360.405,613.916,304.860,95.12,0.7540,19.00,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001623,PLT-0030,INV-041,SENS-4831,current,2024-12-09T09:15:33,227.732676,A,629.44,26.89,23.66,0.307,46.829,717.451,450.519,667.728,154.146,95.55,0.7699,31.60,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001624,PLT-0089,INV-007,SENS-9790,power,2024-12-09T09:16:46,788.469729,MW,611.21,37.09,26.19,0.143,11.546,999.233,150.473,543.573,249.018,95.43,0.8492,-12.28,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001625,PLT-0059,INV-014,SENS-8665,current,2024-12-09T09:41:14,789.083716,A,772.90,25.34,25.37,0.259,3.303,909.593,299.315,626.672,160.706,95.02,0.7639,-35.47,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001626,PLT-0069,INV-040,SENS-9799,temperature,2024-12-09T09:53:31,451.725102,C,737.74,33.64,26.82,0.378,10.502,978.211,406.344,641.029,131.678,95.07,0.8468,-9.09,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001627,PLT-0047,INV-002,SENS-2911,voltage,2024-12-09T09:31:40,374.963726,V,768.18,51.43,29.61,0.363,28.690,797.514,479.498,554.556,231.840,94.64,0.7805,2.03,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001628,PLT-0076,INV-008,SENS-3027,power,2024-12-09T09:03:33,529.485984,MW,622.73,29.40,18.85,0.192,7.975,857.883,235.392,619.574,125.863,96.09,0.8286,27.96,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001629,PLT-0022,INV-028,SENS-4467,current,2024-12-09T09:41:26,595.583834,A,862.19,30.53,23.03,0.191,37.551,806.833,249.319,633.444,119.427,94.45,0.8195,29.95,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001630,PLT-0054,INV-020,SENS-3249,current,2024-12-09T09:50:54,288.738588,A,990.61,49.53,21.63,0.123,13.560,743.316,174.857,577.040,230.982,94.09,0.8027,-32.64,BAD,FAULT,2025-12-09T14:25:05
SR-0000001631,PLT-0051,INV-041,SENS-1045,current,2024-12-09T09:45:36,488.007284,A,904.44,29.57,25.31,0.254,9.458,885.851,302.253,604.930,276.281,95.09,0.8429,15.78,BAD,FAULT,2025-12-09T14:25:05
SR-0000001632,PLT-0080,INV-015,SENS-2833,voltage,2024-12-09T09:25:06,938.717183,V,860.83,40.70,17.48,0.313,35.995,862.284,381.619,590.099,212.126,95.09,0.8248,20.59,BAD,CRITICAL,2025-12-09T14:25:05
SR-0000001633,PLT-0068,INV-048,SENS-3339,tracking_angle,2024-12-09T09:39:10,887.471473,degrees,861.87,47.21,18.79,0.252,14.852,842.068,314.575,611.387,121.825,94.69,0.8137,11.38,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001634,PLT-0070,INV-045,SENS-7733,voltage,2024-12-09T09:56:56,285.113383,V,689.55,53.69,22.38,0.261,4.510,972.270,282.061,573.528,319.842,97.16,0.8188,30.01,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001635,PLT-0055,INV-036,SENS-4531,current,2024-12-09T09:10:12,30.603534,A,793.00,30.35,24.35,0.111,16.335,637.884,183.843,663.528,347.461,96.56,0.7833,-22.17,BAD,FAULT,2025-12-09T14:25:05
SR-0000001636,PLT-0046,INV-013,SENS-3844,irradiance,2024-12-09T09:02:58,973.051140,W/m2,669.74,27.44,20.63,0.138,31.626,903.779,160.861,521.959,292.248,95.35,0.8237,-31.84,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001637,PLT-0096,INV-004,SENS-1607,power,2024-12-09T09:32:54,496.195763,MW,622.68,37.43,16.13,0.175,39.390,827.900,222.713,639.975,378.921,94.53,0.7912,-24.01,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001638,PLT-0014,INV-002,SENS-9254,current,2024-12-09T09:32:39,193.521756,A,605.40,45.61,18.20,0.325,30.120,988.983,345.635,507.845,292.002,96.31,0.7502,-28.63,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001639,PLT-0053,INV-041,SENS-2246,current,2024-12-09T09:44:40,740.756282,A,979.33,40.46,25.38,0.179,38.565,622.366,302.735,568.182,105.975,94.97,0.8295,23.15,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001640,PLT-0050,INV-044,SENS-9285,irradiance,2024-12-09T09:09:09,233.506932,W/m2,729.89,27.84,28.29,0.176,15.137,706.652,261.458,581.632,230.788,97.81,0.8469,28.55,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001641,PLT-0046,INV-035,SENS-6915,current,2024-12-09T09:43:23,310.206972,A,932.19,35.00,15.75,0.404,11.852,854.282,497.850,590.936,276.694,96.19,0.8160,8.55,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001642,PLT-0057,INV-024,SENS-4357,irradiance,2024-12-09T09:35:24,468.464851,W/m2,706.00,42.20,24.33,0.274,28.399,647.266,444.821,556.487,323.118,94.06,0.8452,19.99,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001643,PLT-0037,INV-008,SENS-4864,current,2024-12-09T09:01:16,412.775089,A,628.55,33.81,23.90,0.202,3.951,787.344,269.990,648.209,342.766,94.41,0.7743,43.45,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001644,PLT-0068,INV-023,SENS-1176,temperature,2024-12-09T09:52:13,675.994058,C,977.38,39.51,28.02,0.272,21.623,807.782,354.187,643.706,273.267,95.77,0.7559,12.10,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001645,PLT-0063,INV-023,SENS-1526,tracking_angle,2024-12-09T09:16:09,209.013472,degrees,916.97,45.22,26.75,0.217,29.031,917.979,248.993,625.628,354.261,95.96,0.7654,27.27,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001646,PLT-0020,INV-037,SENS-1175,current,2024-12-09T09:14:24,212.528092,A,929.53,32.57,22.64,0.282,38.996,922.847,321.558,567.255,138.045,95.47,0.8086,-32.70,SUSPECT,FAULT,2025-12-09T14:25:05
SR-0000001647,PLT-0032,INV-026,SENS-8059,power,2024-12-09T09:12:03,295.619046,MW,822.80,34.54,23.44,0.401,5.789,965.687,437.301,549.142,229.606,96.26,0.7798,-44.42,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001648,PLT-0004,INV-035,SENS-7470,tracking_angle,2024-12-09T09:21:09,110.271517,degrees,954.97,52.06,24.61,0.262,23.774,634.422,435.250,623.163,190.452,95.46,0.8492,-8.59,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001649,PLT-0079,INV-010,SENS-6288,temperature,2024-12-09T09:19:26,323.693255,C,881.68,50.84,19.04,0.162,4.045,854.515,199.856,598.904,388.640,94.92,0.7879,-0.30,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001650,PLT-0053,INV-003,SENS-1437,current,2024-12-09T09:19:12,892.543286,A,669.15,50.87,15.30,0.135,15.259,758.035,188.052,678.005,118.965,95.36,0.7795,-29.52,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001651,PLT-0017,INV-029,SENS-5675,temperature,2024-12-09T09:24:12,963.310912,C,757.04,54.29,28.89,0.180,40.118,878.959,215.889,505.048,183.415,94.06,0.7604,12.97,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001652,PLT-0057,INV-032,SENS-5098,irradiance,2024-12-09T09:27:43,11.827061,W/m2,912.91,28.42,27.93,0.267,34.682,607.954,462.817,630.242,210.400,94.19,0.8246,-20.74,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001653,PLT-0100,INV-020,SENS-6917,power,2024-12-09T09:00:19,26.744407,MW,668.91,47.68,18.33,0.415,17.450,905.045,482.903,625.655,232.160,96.24,0.7570,-33.51,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001654,PLT-0050,INV-022,SENS-8461,voltage,2024-12-09T09:31:18,840.408157,V,776.53,31.92,25.81,0.326,14.658,827.488,415.035,657.904,260.383,97.02,0.8313,35.32,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001655,PLT-0054,INV-016,SENS-7134,temperature,2024-12-09T09:36:38,609.175465,C,871.57,36.08,24.57,0.137,21.362,710.521,203.224,527.097,356.049,94.83,0.7844,-23.11,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001656,PLT-0055,INV-041,SENS-1368,power,2024-12-09T09:52:18,505.148344,MW,822.60,51.12,15.80,0.192,7.455,831.889,242.710,654.187,253.234,94.48,0.7945,-24.57,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001657,PLT-0051,INV-034,SENS-9047,temperature,2024-12-09T09:21:25,488.279567,C,626.99,50.62,21.19,0.171,13.145,943.880,190.916,679.090,317.768,96.11,0.8457,-39.84,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001658,PLT-0037,INV-042,SENS-8224,irradiance,2024-12-09T09:30:45,950.861357,W/m2,670.88,34.19,15.48,0.298,25.896,754.477,416.142,496.204,127.611,97.69,0.8035,29.57,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001659,PLT-0023,INV-006,SENS-7056,power,2024-12-09T09:07:15,345.962276,MW,889.44,25.44,16.39,0.156,6.106,661.580,248.783,551.990,314.540,94.09,0.8143,42.49,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001660,PLT-0091,INV-014,SENS-9820,voltage,2024-12-09T09:31:06,280.742618,V,828.83,51.99,21.83,0.292,49.174,647.391,475.056,489.982,250.062,95.15,0.8366,20.57,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001661,PLT-0079,INV-046,SENS-1034,tracking_angle,2024-12-09T09:23:02,980.569546,degrees,695.44,36.36,20.63,0.347,27.645,908.260,402.647,669.714,279.333,94.94,0.8359,-0.38,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001662,PLT-0006,INV-028,SENS-5527,tracking_angle,2024-12-09T09:12:22,342.213268,degrees,988.08,46.80,29.71,0.093,28.606,848.480,115.514,493.706,347.574,95.01,0.8191,-10.29,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001663,PLT-0047,INV-013,SENS-3698,power,2024-12-09T09:50:24,750.148049,MW,746.05,54.55,27.06,0.103,20.935,724.882,150.273,641.735,275.512,97.88,0.8002,-13.23,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001664,PLT-0023,INV-013,SENS-5673,current,2024-12-09T09:34:19,857.393009,A,642.98,47.82,15.26,0.085,22.428,702.508,128.096,489.479,316.916,95.50,0.8379,3.11,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001665,PLT-0062,INV-009,SENS-5453,temperature,2024-12-09T09:37:25,878.999018,C,933.45,27.16,28.12,0.192,41.414,701.358,288.710,634.484,317.515,95.78,0.7794,-20.26,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001666,PLT-0060,INV-024,SENS-3761,voltage,2024-12-09T09:13:40,361.219972,V,925.00,39.84,19.46,0.306,12.905,711.372,452.494,641.691,219.180,95.15,0.8226,23.51,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001667,PLT-0094,INV-026,SENS-3635,current,2024-12-09T09:44:55,902.236520,A,733.28,51.15,21.25,0.062,46.846,647.280,101.422,490.140,317.333,96.51,0.7864,-3.20,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001668,PLT-0079,INV-002,SENS-4546,tracking_angle,2024-12-09T09:35:29,689.580058,degrees,754.20,46.14,24.63,0.248,22.862,908.769,287.129,674.145,188.572,94.58,0.8252,15.73,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001669,PLT-0090,INV-037,SENS-8754,tracking_angle,2024-12-09T09:28:28,509.111827,degrees,824.74,44.10,17.55,0.096,46.033,828.216,122.136,528.691,175.919,97.77,0.8289,-1.96,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001670,PLT-0021,INV-016,SENS-3706,power,2024-12-09T09:12:33,875.599784,MW,624.69,42.49,22.85,0.344,30.289,827.468,437.911,527.510,263.677,97.31,0.7808,30.96,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001671,PLT-0100,INV-042,SENS-8684,power,2024-12-09T09:19:52,776.500752,MW,997.05,29.34,15.43,0.173,3.833,903.732,201.164,570.217,116.764,97.32,0.7781,33.00,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001672,PLT-0081,INV-016,SENS-9042,current,2024-12-09T09:10:05,658.802390,A,979.82,50.38,27.59,0.149,19.623,747.746,210.135,686.799,190.743,95.20,0.7571,27.00,BAD,WARNING,2025-12-09T14:25:05
SR-0000001673,PLT-0020,INV-002,SENS-8962,power,2024-12-09T09:51:29,450.989631,MW,839.45,48.81,19.87,0.215,26.348,614.378,368.514,500.054,301.182,94.56,0.7759,42.22,BAD,FAULT,2025-12-09T14:25:05
SR-0000001674,PLT-0022,INV-037,SENS-6084,irradiance,2024-12-09T09:36:52,98.267225,W/m2,924.36,49.54,25.52,0.229,4.810,952.663,252.562,676.061,350.372,95.01,0.7916,16.02,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001675,PLT-0031,INV-002,SENS-9024,current,2024-12-09T09:51:46,913.261754,A,743.19,27.49,15.43,0.120,25.741,809.064,156.311,564.204,262.921,95.57,0.8006,-4.57,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001676,PLT-0074,INV-030,SENS-2346,irradiance,2024-12-09T09:59:50,672.105331,W/m2,848.63,26.14,16.73,0.277,32.894,974.988,298.676,589.267,242.605,95.40,0.8252,12.33,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001677,PLT-0033,INV-040,SENS-5766,current,2024-12-09T09:14:02,358.473253,A,931.96,45.44,24.51,0.197,32.825,823.867,251.482,652.434,287.595,96.35,0.8370,9.01,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001678,PLT-0078,INV-038,SENS-4485,power,2024-12-09T09:40:57,210.864015,MW,641.31,37.66,24.02,0.338,24.404,811.686,438.058,534.290,271.779,95.89,0.8008,31.77,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001679,PLT-0100,INV-003,SENS-7868,irradiance,2024-12-09T09:58:13,388.832884,W/m2,697.33,47.44,27.55,0.291,4.787,811.365,377.864,561.620,225.721,96.56,0.7888,-41.77,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001680,PLT-0084,INV-039,SENS-5326,current,2024-12-09T09:52:32,659.297976,A,696.87,34.68,23.31,0.331,35.752,740.621,471.155,669.254,366.966,95.85,0.7528,2.73,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001681,PLT-0095,INV-034,SENS-4854,tracking_angle,2024-12-09T09:58:36,878.582493,degrees,747.70,35.12,23.21,0.401,13.255,907.885,464.464,679.778,152.955,96.40,0.7788,-14.83,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001682,PLT-0015,INV-029,SENS-1490,temperature,2024-12-09T09:50:10,791.425274,C,681.49,32.76,16.94,0.120,6.976,781.976,161.692,684.362,331.329,96.72,0.8097,36.26,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001683,PLT-0090,INV-041,SENS-6658,power,2024-12-09T09:35:10,970.105255,MW,722.62,38.06,21.15,0.215,2.804,753.517,301.020,576.082,152.498,96.54,0.8215,44.20,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001684,PLT-0035,INV-005,SENS-9306,temperature,2024-12-09T09:12:42,374.068556,C,979.76,40.99,21.50,0.251,42.879,799.043,330.079,687.912,157.069,97.63,0.8212,20.46,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001685,PLT-0091,INV-005,SENS-9716,irradiance,2024-12-09T09:52:47,296.767452,W/m2,736.69,29.87,18.14,0.321,5.914,997.514,338.229,576.157,370.719,95.91,0.8071,25.61,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001686,PLT-0063,INV-007,SENS-4414,irradiance,2024-12-09T09:10:58,407.650565,W/m2,768.83,47.30,22.86,0.129,31.263,905.360,150.132,674.551,123.434,96.95,0.7664,-11.47,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001687,PLT-0071,INV-025,SENS-7160,temperature,2024-12-09T09:40:05,531.749198,C,626.95,32.91,26.41,0.250,45.787,624.144,422.190,686.023,380.767,96.65,0.8385,-3.68,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001688,PLT-0038,INV-007,SENS-2360,power,2024-12-09T09:14:44,182.828987,MW,825.40,39.82,20.64,0.428,45.048,990.690,455.167,581.255,172.169,96.29,0.7743,38.56,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001689,PLT-0043,INV-047,SENS-5199,current,2024-12-09T09:17:16,169.343182,A,914.78,30.80,19.41,0.138,1.994,673.244,215.389,679.218,162.855,95.50,0.8236,18.50,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001690,PLT-0021,INV-013,SENS-9172,temperature,2024-12-09T09:47:27,645.665460,C,893.43,37.65,23.03,0.095,21.752,884.131,112.714,662.980,270.498,97.90,0.8160,1.28,BAD,WARNING,2025-12-09T14:25:05
SR-0000001691,PLT-0005,INV-036,SENS-5609,tracking_angle,2024-12-09T09:54:42,607.505731,degrees,809.76,38.07,26.90,0.108,0.748,776.105,146.988,564.581,218.039,94.78,0.8009,17.20,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001692,PLT-0046,INV-044,SENS-9957,voltage,2024-12-09T09:32:54,583.495473,V,631.17,34.21,29.92,0.211,24.475,621.775,356.733,577.698,185.596,96.61,0.7982,17.64,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001693,PLT-0086,INV-032,SENS-1382,irradiance,2024-12-09T09:59:32,743.574103,W/m2,989.87,42.64,22.50,0.240,42.692,663.176,380.618,638.883,346.316,96.75,0.8230,-10.58,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001694,PLT-0019,INV-044,SENS-3001,power,2024-12-09T09:11:37,672.508993,MW,737.29,38.63,24.34,0.391,5.635,948.595,433.812,579.520,315.891,96.30,0.8203,32.76,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001695,PLT-0027,INV-028,SENS-7412,irradiance,2024-12-09T09:15:17,68.809868,W/m2,672.89,49.07,20.39,0.206,11.495,824.146,262.667,681.781,362.068,97.14,0.8046,-1.94,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001696,PLT-0099,INV-048,SENS-5677,irradiance,2024-12-09T09:45:21,975.152232,W/m2,836.06,41.08,16.66,0.162,8.503,717.210,237.849,519.801,267.235,95.08,0.7916,15.75,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001697,PLT-0049,INV-014,SENS-2887,tracking_angle,2024-12-09T09:20:32,898.265272,degrees,939.98,47.20,26.03,0.234,40.103,984.602,250.342,631.360,175.698,96.11,0.8311,-13.69,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001698,PLT-0038,INV-031,SENS-8583,current,2024-12-09T09:12:14,979.288443,A,968.83,51.43,27.69,0.146,17.791,784.914,196.305,577.284,164.121,97.69,0.8254,0.32,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001699,PLT-0046,INV-045,SENS-1268,current,2024-12-09T09:35:01,221.674589,A,857.89,35.42,26.74,0.136,8.017,922.669,154.798,608.725,162.703,96.84,0.8499,14.40,BAD,CRITICAL,2025-12-09T14:25:05
SR-0000001700,PLT-0040,INV-046,SENS-4771,current,2024-12-09T09:03:13,331.734881,A,682.99,30.14,23.31,0.310,38.964,801.845,406.835,630.230,139.720,95.13,0.7512,4.33,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001701,PLT-0061,INV-017,SENS-5088,voltage,2024-12-09T09:51:17,885.431196,V,939.90,45.63,29.13,0.285,36.806,692.626,432.742,620.031,277.186,94.16,0.8278,10.28,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001702,PLT-0098,INV-011,SENS-3273,current,2024-12-09T09:29:03,943.677433,A,724.84,33.18,21.28,0.335,25.833,965.986,365.397,675.706,193.564,97.70,0.8006,-12.35,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001703,PLT-0017,INV-023,SENS-9331,power,2024-12-09T09:24:38,755.122603,MW,858.98,25.14,21.80,0.147,30.785,983.746,157.579,503.248,189.560,97.38,0.7602,-17.08,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001704,PLT-0066,INV-027,SENS-6292,current,2024-12-09T09:39:47,353.109342,A,904.35,25.19,26.07,0.161,5.588,662.054,256.207,505.010,244.771,94.51,0.7505,-33.65,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001705,PLT-0017,INV-044,SENS-8034,voltage,2024-12-09T09:22:42,693.465233,V,921.42,31.34,22.57,0.336,34.937,829.624,426.692,646.553,218.380,95.55,0.7875,-8.38,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001706,PLT-0021,INV-046,SENS-6896,tracking_angle,2024-12-09T09:38:35,756.746573,degrees,730.70,35.11,17.39,0.238,27.080,915.383,273.713,528.467,266.080,95.15,0.7718,-10.41,BAD,FAULT,2025-12-09T14:25:05
SR-0000001707,PLT-0093,INV-017,SENS-2033,tracking_angle,2024-12-09T09:26:03,740.341176,degrees,958.71,25.63,26.08,0.147,12.455,652.610,237.170,541.444,172.999,95.96,0.7962,-39.28,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001708,PLT-0061,INV-045,SENS-7154,power,2024-12-09T09:51:37,909.240249,MW,822.57,36.22,22.18,0.297,28.897,767.453,407.171,614.178,227.593,96.71,0.7602,-22.44,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001709,PLT-0024,INV-044,SENS-3592,voltage,2024-12-09T09:59:22,186.190201,V,973.19,26.10,17.01,0.114,5.400,606.372,198.728,536.485,312.850,97.85,0.7527,2.30,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001710,PLT-0008,INV-021,SENS-1126,current,2024-12-09T09:48:08,417.795850,A,851.64,35.92,21.80,0.456,12.745,998.552,481.005,529.412,355.715,97.98,0.7854,-6.25,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001711,PLT-0045,INV-047,SENS-2433,voltage,2024-12-09T09:14:03,293.534837,V,840.84,27.41,27.86,0.304,32.322,688.460,464.744,638.577,348.106,96.73,0.7671,-41.26,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001712,PLT-0017,INV-008,SENS-4658,current,2024-12-09T09:38:41,457.141100,A,819.89,31.66,16.48,0.250,25.122,757.402,347.164,665.677,274.859,97.18,0.8330,17.73,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001713,PLT-0011,INV-050,SENS-3717,temperature,2024-12-09T09:18:39,636.247450,C,874.12,47.92,17.30,0.308,11.072,958.793,338.103,543.737,175.936,95.97,0.8420,-12.84,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001714,PLT-0014,INV-006,SENS-6126,voltage,2024-12-09T09:59:53,368.929495,V,759.44,44.53,16.82,0.216,40.511,771.334,294.951,584.590,171.538,97.81,0.8348,29.38,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001715,PLT-0064,INV-032,SENS-9638,irradiance,2024-12-09T09:38:46,609.152598,W/m2,819.02,35.25,28.74,0.286,28.746,828.427,363.830,599.019,182.197,96.77,0.7577,13.05,BAD,WARNING,2025-12-09T14:25:05
SR-0000001716,PLT-0088,INV-027,SENS-9717,current,2024-12-09T09:39:14,332.700663,A,866.11,27.25,27.53,0.092,35.643,887.729,109.564,672.265,330.789,95.50,0.8138,33.44,BAD,FAULT,2025-12-09T14:25:05
SR-0000001717,PLT-0008,INV-034,SENS-2389,irradiance,2024-12-09T09:42:28,607.810723,W/m2,661.99,41.97,16.84,0.290,19.834,981.272,311.300,605.067,380.952,94.15,0.8028,22.17,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001718,PLT-0043,INV-049,SENS-2494,tracking_angle,2024-12-09T09:51:23,748.043024,degrees,842.37,26.65,19.94,0.386,41.254,828.721,490.797,517.143,316.587,94.47,0.7905,-16.09,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001719,PLT-0097,INV-029,SENS-4011,temperature,2024-12-09T09:43:25,425.443692,C,702.58,53.04,23.81,0.162,17.257,681.087,249.735,587.008,289.519,95.41,0.8196,34.23,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001720,PLT-0089,INV-043,SENS-8344,power,2024-12-09T09:41:53,594.572766,MW,963.72,46.66,24.71,0.194,35.614,739.602,275.895,630.529,359.604,94.92,0.7987,18.07,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001721,PLT-0029,INV-012,SENS-6824,irradiance,2024-12-09T09:34:55,324.222794,W/m2,684.71,29.48,28.03,0.126,31.116,707.544,187.773,684.546,237.518,97.56,0.8140,-41.81,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001722,PLT-0049,INV-006,SENS-9124,irradiance,2024-12-09T09:41:07,771.717388,W/m2,847.43,44.70,28.32,0.180,32.743,970.225,195.266,522.649,239.394,96.58,0.8186,6.09,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001723,PLT-0096,INV-022,SENS-5251,voltage,2024-12-09T09:33:16,201.241402,V,844.34,49.66,20.07,0.109,41.551,852.064,134.641,624.546,327.460,96.95,0.8436,23.10,GOOD,WARNING,2025-12-09T14:25:05
